File Name,Final Assignment
sig001.jpg,Illegible
sig002.jpg,Legible
sig003.jpg,Legible
sig004.jpg,Legible
sig005.jpg,Legible
sig006.jpg,Legible
sig007.jpg,Legible
sig008.jpg,Illegible
sig009.jpg,Legible
sig010.jpg,Legible
sig011.jpg,Legible
sig012.jpg,Legible
sig013.jpg,Legible
sig014.jpg,Legible
sig015.jpg,Legible
sig016.jpg,Legible
sig017.jpg,Illegible
sig018.jpg,Illegible
sig019.jpg,Legible
sig020.jpg,Legible
sig021.jpg,Illegible
sig022.jpg,Illegible
sig023.jpg,Legible
sig024.jpg,Illegible
sig025.jpg,Legible
sig026.jpg,Illegible
sig027.jpg,Illegible
sig028.jpg,Legible
sig029.jpg,Illegible
sig030.jpg,Legible
sig031.jpg,Illegible
sig032.jpg,Illegible
sig033.jpg,Illegible
sig034.jpg,Legible
sig035.jpg,Illegible
sig036.jpg,Legible
sig037.jpg,Illegible
sig038.jpg,Illegible
sig039.jpg,Illegible
sig040.jpg,Illegible
sig041.jpg,Legible
sig042.jpg,Legible
sig043.jpg,Legible
sig044.jpg,Legible
sig045.jpg,Legible
sig046.jpg,Illegible
sig047.jpg,Legible
sig048.jpg,Legible
sig049.jpg,Illegible
sig050.jpg,Illegible
sig051.jpg,Illegible
sig052.jpg,Illegible
sig053.jpg,Illegible
sig054.jpg,Illegible
sig055.jpg,Illegible
sig056.jpg,Illegible
sig057.jpg,Illegible
sig058.jpg,Legible
sig059.jpg,Legible
sig060.jpg,Legible
sig061.jpg,Illegible
sig062.jpg,Illegible
sig063.jpg,Legible
sig064.jpg,Illegible
sig065.jpg,Illegible
sig066.jpg,Illegible
sig067.jpg,Illegible
sig068.jpg,Illegible
sig069.jpg,Illegible
sig070.jpg,Legible
sig071.jpg,Legible
sig072.jpg,Legible
sig073.jpg,Legible
sig074.jpg,Legible
sig075.jpg,Illegible
sig076.jpg,Legible
sig077.jpg,Legible
sig078.jpg,Legible
sig079.jpg,Legible
sig080.jpg,Illegible
sig081.jpg,Illegible
sig082.jpg,Legible
sig083.jpg,Legible
sig084.jpg,Legible
sig085.jpg,Legible
sig086.jpg,Legible
sig087.jpg,Legible
sig088.jpg,Illegible
sig089.jpg,Illegible
sig090.jpg,Illegible
sig091.jpg,Illegible
sig092.jpg,Legible
sig093.jpg,Legible
sig094.jpg,Legible
sig095.jpg,Legible
sig096.jpg,Legible
sig097.jpg,Legible
sig098.jpg,Legible
sig099.jpg,Legible
sig100.jpg,Legible
sig101.jpg,Illegible
sig102.jpg,Legible
sig103.jpg,Legible
sig104.jpg,Legible
sig105.jpg,Legible
sig106.jpg,Legible
sig107.jpg,Legible
sig108.jpg,Legible
sig109.jpg,Illegible
sig110.jpg,Legible
sig111.jpg,Illegible
sig112.jpg,Illegible
sig113.jpg,Illegible
sig114.jpg,Illegible
sig115.jpg,Illegible
sig116.jpg,Legible
sig117.jpg,Illegible
sig118.jpg,Illegible
sig119.jpg,Legible
sig120.jpg,Legible
sig121.jpg,Illegible
sig122.jpg,Illegible
sig123.jpg,Illegible
sig124.jpg,Illegible
sig125.jpg,Illegible
sig126.jpg,Illegible
sig127.jpg,Illegible
sig128.jpg,Illegible
sig129.jpg,Illegible
sig130.jpg,Illegible
sig131.jpg,Illegible
sig132.jpg,Illegible
sig133.jpg,Illegible
sig134.jpg,Illegible
sig135.jpg,Illegible
sig136.jpg,Illegible
sig137.jpg,Illegible
sig138.jpg,Illegible
sig139.jpg,Illegible
sig140.jpg,Illegible
sig141.jpg,Illegible
sig142.jpg,Illegible
sig143.jpg,Illegible
sig144.jpg,Legible
sig145.jpg,Illegible
sig146.jpg,Legible
sig147.jpg,Legible
sig148.jpg,Legible
sig149.jpg,Legible
sig150.jpg,Legible
sig151.jpg,Illegible
sig152.jpg,Illegible
sig153.jpg,Legible
sig154.jpg,Legible
sig155.jpg,Legible
sig156.jpg,Legible
sig157.jpg,Legible
sig158.jpg,Legible
sig159.jpg,Illegible
sig160.jpg,Illegible
sig161.jpg,Legible
sig162.jpg,Legible
sig163.jpg,Legible
sig164.jpg,Legible
sig165.jpg,Legible
sig166.jpg,Legible
sig167.jpg,Legible
sig168.jpg,Illegible
sig169.jpg,Illegible
sig170.jpg,Legible
sig171.jpg,Legible
sig172.jpg,Legible
sig173.jpg,Legible
sig174.jpg,Legible
sig175.jpg,Legible
sig176.jpg,Illegible
sig177.jpg,Illegible
sig178.jpg,Illegible
sig179.jpg,Illegible
sig180.jpg,Legible
sig181.jpg,Illegible
sig182.jpg,Illegible
sig183.jpg,Illegible
sig184.jpg,Illegible
sig185.jpg,Illegible
sig186.jpg,Legible
sig187.jpg,Illegible
sig188.jpg,Illegible
sig189.jpg,Illegible
sig190.jpg,Illegible
sig191.jpg,Illegible
sig192.jpg,Illegible
sig193.jpg,Legible
sig194.jpg,Illegible
sig195.jpg,Legible
sig196.jpg,Illegible
sig197.jpg,Illegible
sig198.jpg,Illegible
sig199.jpg,Illegible
sig200.jpg,Illegible
sig201.jpg,Illegible
sig202.jpg,Illegible
sig203.jpg,Illegible
sig204.jpg,Illegible
sig205.jpg,Illegible
sig206.jpg,Illegible
sig207.jpg,Illegible
sig208.jpg,Illegible
sig209.jpg,Illegible
sig210.jpg,Illegible
sig211.jpg,Illegible
sig212.jpg,Illegible
sig213.jpg,Illegible
sig214.jpg,Illegible
sig215.jpg,Illegible
sig216.jpg,Illegible
sig217.jpg,Illegible
sig218.jpg,Illegible
sig219.jpg,Illegible
sig220.jpg,Illegible
sig221.jpg,Illegible
sig222.jpg,Illegible
sig223.jpg,Illegible
sig224.jpg,Illegible
sig225.jpg,Legible
sig226.jpg,Legible
sig227.jpg,Legible
sig228.jpg,Legible
sig229.jpg,Illegible
sig230.jpg,Legible
sig231.jpg,Illegible
sig232.jpg,Legible
sig233.jpg,Illegible
sig234.jpg,Illegible
sig235.jpg,Legible
sig236.jpg,Legible
sig237.jpg,Illegible
sig238.jpg,Illegible
sig239.jpg,Legible
sig240.jpg,Illegible
sig241.jpg,Illegible
sig242.jpg,Illegible
sig243.jpg,Illegible
sig244.jpg,Legible
sig245.jpg,Illegible
sig246.jpg,Illegible
sig247.jpg,Illegible
sig248.jpg,Illegible
sig249.jpg,Illegible
sig250.jpg,Illegible
sig251.jpg,Illegible
sig252.jpg,Illegible
sig253.jpg,Illegible
sig254.jpg,Illegible
sig255.jpg,Legible
sig256.jpg,Legible
sig257.jpg,Illegible
sig258.jpg,Legible
sig259.jpg,Illegible
sig260.jpg,Illegible
sig261.jpg,Illegible
sig262.jpg,Illegible
sig263.jpg,Illegible
sig264.jpg,Illegible
sig265.jpg,Illegible
sig266.jpg,Illegible
sig267.jpg,Illegible
sig268.jpg,Illegible
sig269.jpg,Illegible
sig270.jpg,Illegible
sig271.jpg,Illegible
sig272.jpg,Legible
sig273.jpg,Legible
sig274.jpg,Legible
sig275.jpg,Illegible
sig276.jpg,Illegible
sig277.jpg,Illegible
sig278.jpg,Illegible
sig279.jpg,Illegible
sig280.jpg,Illegible
sig281.jpg,Legible
sig282.jpg,Legible
sig283.jpg,Illegible
sig284.jpg,Illegible
sig285.jpg,Legible
sig286.jpg,Legible
sig287.jpg,Illegible
sig288.jpg,Illegible
sig289.jpg,Illegible
sig290.jpg,Legible
sig291.jpg,Illegible
sig292.jpg,Illegible
sig293.jpg,Illegible
sig294.jpg,Illegible
sig295.jpg,Legible
sig296.jpg,Illegible
sig297.jpg,Illegible
sig298.jpg,Legible
sig299.jpg,Legible
sig300.jpg,Illegible
sig301.jpg,Legible
sig302.jpg,Illegible
sig303.jpg,Illegible
sig304.jpg,Illegible
sig305.jpg,Legible
sig306.jpg,Illegible
sig307.jpg,Legible
sig308.jpg,Illegible
sig309.jpg,Legible
sig310.jpg,Legible
sig311.jpg,Illegible
sig312.jpg,Illegible
sig313.jpg,Illegible
sig314.jpg,Legible
sig315.jpg,Legible
sig316.jpg,Illegible
sig317.jpg,Illegible
sig318.jpg,Illegible
sig319.jpg,Illegible
sig320.jpg,Illegible
sig321.jpg,Illegible
sig322.jpg,Illegible
sig323.jpg,Legible
sig324.jpg,Illegible
sig325.jpg,Legible
sig326.jpg,Illegible
sig327.jpg,Illegible
sig328.jpg,Legible
sig329.jpg,Illegible
sig330.jpg,Legible
sig331.jpg,Illegible
sig332.jpg,Legible
sig333.jpg,Illegible
sig334.jpg,Illegible
sig335.jpg,Legible
sig336.jpg,Legible
sig337.jpg,Legible
sig338.jpg,Illegible
sig339.jpg,Illegible
sig340.jpg,Legible
sig341.jpg,Legible
sig342.jpg,Illegible
sig343.jpg,Legible
sig344.jpg,Legible
sig345.jpg,Legible
sig346.jpg,Legible
sig347.jpg,Legible
sig348.jpg,Illegible
sig349.jpg,Illegible
sig350.jpg,Illegible
sig351.jpg,Legible
sig352.jpg,Legible
sig353.jpg,Legible
sig354.jpg,Illegible
sig355.jpg,Legible
sig356.jpg,Illegible
sig357.jpg,Illegible
sig358.jpg,Illegible
sig359.jpg,Illegible
sig360.jpg,Illegible
sig361.jpg,Illegible
sig362.jpg,Illegible
sig363.jpg,Legible
sig364.jpg,Illegible
sig365.jpg,Legible
sig366.jpg,Legible
sig367.jpg,Illegible
sig368.jpg,Illegible
sig369.jpg,Legible
sig370.jpg,Illegible
sig371.jpg,Illegible
sig372.jpg,Legible
sig373.jpg,Illegible
sig374.jpg,Legible
sig375.jpg,Legible
sig376.jpg,Illegible
sig377.jpg,Legible
sig378.jpg,Legible
sig379.jpg,Legible
sig380.jpg,Legible
sig381.jpg,Illegible
sig382.jpg,Legible
sig383.jpg,Illegible
sig384.jpg,Illegible
sig385.jpg,Illegible
sig386.jpg,Illegible
sig387.jpg,Legible
sig388.jpg,Legible
sig389.jpg,Illegible
sig390.jpg,Legible
sig391.jpg,Legible
sig392.jpg,Illegible
sig393.jpg,Illegible
sig394.jpg,Legible
sig395.jpg,Illegible
sig396.jpg,Illegible
sig397.jpg,Illegible
sig398.jpg,Illegible
sig399.jpg,Illegible
sig400.jpg,Legible
sig401.jpg,Illegible
sig402.jpg,Illegible
sig403.jpg,Legible
sig404.jpg,Legible
sig405.jpg,Legible
sig406.jpg,Illegible
sig407.jpg,Illegible
sig408.jpg,Legible
sig409.jpg,Legible
sig410.jpg,Illegible
sig411.jpg,Legible
sig412.jpg,Illegible
sig413.jpg,Legible
sig414.jpg,Legible
sig415.jpg,Illegible
sig416.jpg,Illegible
sig417.jpg,Legible
sig418.jpg,Illegible
sig419.jpg,Illegible
sig420.jpg,Legible
sig421.jpg,Illegible
sig422.jpg,Illegible
sig423.jpg,Illegible
sig424.jpg,Illegible
sig425.jpg,Legible
sig426.jpg,Legible
sig427.jpg,Illegible
sig428.jpg,Illegible
sig429.jpg,Legible
sig430.jpg,Legible
sig431.jpg,Legible
sig432.jpg,Illegible
sig433.jpg,Legible
sig434.jpg,Illegible
sig435.jpg,Legible
sig436.jpg,Illegible
sig437.jpg,Legible
sig438.jpg,Illegible
sig439.jpg,Illegible
sig440.jpg,Legible
sig441.jpg,Legible
sig442.jpg,Illegible
sig443.jpg,Illegible
sig444.jpg,Legible
sig445.jpg,Illegible
sig446.jpg,Illegible
sig447.jpg,Illegible
sig448.jpg,Illegible
sig449.jpg,Illegible
sig450.jpg,Illegible
sig451.jpg,Illegible
sig452.jpg,Illegible
sig453.jpg,Illegible
sig454.jpg,Legible
sig455.jpg,Illegible
sig456.jpg,Legible
sig457.jpg,Legible
sig458.jpg,Legible
sig459.jpg,Illegible
sig460.jpg,Illegible
sig461.jpg,Illegible
sig462.jpg,Illegible
sig463.jpg,Legible
sig464.jpg,Illegible
sig465.jpg,Illegible
sig466.jpg,Legible
sig467.jpg,Legible
sig468.jpg,Illegible
sig469.jpg,Legible
sig470.jpg,Legible
sig471.jpg,Legible
sig472.jpg,Illegible
sig473.jpg,Illegible
sig474.jpg,Illegible
sig475.jpg,Illegible
sig476.jpg,Legible
sig477.jpg,Illegible
sig478.jpg,Legible
sig479.jpg,Illegible
sig480.jpg,Legible
sig481.jpg,Illegible
sig482.jpg,Legible
sig483.jpg,Legible
sig484.jpg,Legible
sig485.jpg,Illegible
sig486.jpg,Illegible
sig487.jpg,Illegible
sig488.jpg,Legible
sig489.jpg,Illegible
sig490.jpg,Illegible
sig491.jpg,Illegible
sig492.jpg,Legible
sig493.jpg,Legible
sig494.jpg,Legible
sig495.jpg,Illegible
sig496.jpg,Illegible
sig497.jpg,Legible
sig498.jpg,Illegible
sig499.jpg,Illegible
sig500.jpg,Legible
sig501.jpg,Illegible
sig502.jpg,Legible
sig503.jpg,Illegible
sig504.jpg,Illegible
sig505.jpg,Illegible
sig506.jpg,Illegible
sig507.jpg,Legible
sig508.jpg,Legible
sig509.jpg,Illegible
sig510.jpg,Legible
sig511.jpg,Legible
sig512.jpg,Legible
sig513.jpg,Illegible
sig514.jpg,Illegible
sig515.jpg,Legible
sig516.jpg,Legible
sig517.jpg,Legible
sig518.jpg,Legible
sig519.jpg,Legible
sig520.jpg,Legible
sig521.jpg,Legible
sig522.jpg,Legible
sig523.jpg,Legible
sig524.jpg,Legible
sig525.jpg,Illegible
sig526.jpg,Legible
sig527.jpg,Legible
sig528.jpg,Legible
sig529.jpg,Legible
sig530.jpg,Illegible
sig531.jpg,Illegible
sig532.jpg,Legible
sig533.jpg,Legible
sig534.jpg,Illegible
sig535.jpg,Legible
sig536.jpg,Legible
sig537.jpg,Illegible
sig538.jpg,Illegible
sig539.jpg,Legible
sig540.jpg,Illegible
sig541.jpg,Legible
sig542.jpg,Illegible
sig543.jpg,Illegible
sig544.jpg,Illegible
sig545.jpg,Legible
sig546.jpg,Illegible
sig547.jpg,Illegible
sig548.jpg,Legible
sig549.jpg,Legible
sig550.jpg,Legible
sig551.jpg,Legible
sig552.jpg,Legible
sig553.jpg,Illegible
sig554.jpg,Legible
sig555.jpg,Illegible
sig556.jpg,Legible
sig557.jpg,Legible
sig558.jpg,Legible
sig559.jpg,Legible
sig560.jpg,Legible
sig561.jpg,Legible
sig562.jpg,Legible
sig563.jpg,Illegible
sig564.jpg,Illegible
sig565.jpg,Legible
sig566.jpg,Legible
sig567.jpg,Illegible
sig568.jpg,Illegible
sig569.jpg,Legible
sig570.jpg,Illegible
sig571.jpg,Legible
sig572.jpg,Legible
sig573.jpg,Illegible
sig574.jpg,Legible
sig575.jpg,Legible
sig576.jpg,Illegible
sig577.jpg,Legible
sig578.jpg,Legible
sig579.jpg,Illegible
sig580.jpg,Illegible
sig581.jpg,Illegible
sig582.jpg,Legible
sig583.jpg,Illegible
sig584.jpg,Illegible
sig585.jpg,Legible
sig586.jpg,Legible
sig587.jpg,Illegible
sig588.jpg,Illegible
sig589.jpg,Illegible
sig590.jpg,Illegible
sig591.jpg,Illegible
sig592.jpg,Illegible
sig593.jpg,Illegible
sig594.jpg,Illegible
sig595.jpg,Legible
sig596.jpg,Illegible
sig597.jpg,Illegible
sig598.jpg,Illegible
sig599.jpg,Illegible
sig600.jpg,Illegible
sig601.jpg,Illegible
sig602.jpg,Illegible
sig603.jpg,Illegible
sig604.jpg,Legible
sig605.jpg,Illegible
sig606.jpg,Illegible
sig607.jpg,Illegible
sig608.jpg,Illegible
sig609.jpg,Illegible
sig610.jpg,Illegible
sig611.jpg,Illegible
sig612.jpg,Illegible
sig613.jpg,Illegible
sig614.jpg,Illegible
sig615.jpg,Illegible
sig616.jpg,Legible
sig617.jpg,Illegible
sig618.jpg,Illegible
sig619.jpg,Illegible
sig620.jpg,Illegible
sig621.jpg,Illegible
sig622.jpg,Illegible
sig623.jpg,Illegible
sig624.jpg,Illegible
sig625.jpg,Illegible
sig626.jpg,Illegible
sig627.jpg,Illegible
sig628.jpg,Illegible
sig629.jpg,Illegible
sig630.jpg,Illegible
sig631.jpg,Illegible
sig632.jpg,Illegible
sig633.jpg,Illegible
sig634.jpg,Illegible
sig635.jpg,Illegible
sig636.jpg,Illegible
sig637.jpg,Illegible
sig638.jpg,Illegible
sig639.jpg,Illegible
sig640.jpg,Illegible
sig641.jpg,Illegible
sig642.jpg,Illegible
sig643.jpg,Illegible
sig644.jpg,Illegible
sig645.jpg,Illegible
sig646.jpg,Illegible
sig647.jpg,Illegible
sig648.jpg,Illegible
sig649.jpg,Illegible
sig650.jpg,Illegible
sig651.jpg,Illegible
sig652.jpg,Illegible
sig653.jpg,Illegible
sig654.jpg,Illegible
sig655.jpg,Illegible
sig656.jpg,Illegible
sig657.jpg,Illegible
sig658.jpg,Illegible
sig659.jpg,Illegible
sig660.jpg,Legible
sig661.jpg,Legible
sig662.jpg,Illegible
sig663.jpg,Illegible
sig664.jpg,Illegible
sig665.jpg,Legible
sig666.jpg,Legible
sig667.jpg,Illegible
sig668.jpg,Illegible
sig669.jpg,Legible
sig670.jpg,Illegible
sig671.jpg,Illegible
sig672.jpg,Illegible
sig673.jpg,Illegible
sig674.jpg,Legible
sig675.jpg,Legible
sig676.jpg,Legible
sig677.jpg,Illegible
sig678.jpg,Illegible
sig679.jpg,Legible
sig680.jpg,Illegible
sig681.jpg,Illegible
sig682.jpg,Legible
sig683.jpg,Illegible
sig684.jpg,Legible
sig685.jpg,Legible
sig686.jpg,Legible
